survey_id,date,customer_id,location,score,comment,category
842,2025-04-28,148,Manta,7,precio estándar,Precio
843,2025-06-29,527,Manta,8,suficiente,Instalaciones
844,2024-07-22,113,Guayaquil Centro,6,limpieza adecuada,Limpieza
845,2025-06-11,87,Guayaquil Centro,7,dentro de lo esperado,Tiempo de espera
846,2024-02-14,457,Quito Norte,9,áreas cómodas,Instalaciones
847,2024-06-01,447,Guayaquil Centro,9,tiempo razonable,Tiempo de espera
848,2025-01-08,310,Manta,8,ok en limpieza,Limpieza
849,2024-12-08,458,Quito Norte,6,no escuchan,Trato
850,2024-05-27,238,Quito Norte,9,flujo ágil,Tiempo de espera
851,2025-03-25,30,Guayaquil Centro,10,áreas cómodas,Instalaciones
852,2025-07-10,693,Cuenca,6,normal,Limpieza
853,2024-06-09,696,Guayaquil Norte,9,todo impecable,Limpieza
854,2024-02-18,341,Quito Sur,9,trato amable,Trato
855,2024-05-11,569,Guayaquil Norte,7,calidad normal,Calidad
856,2025-01-20,293,Cuenca,3,poco higiénico,Limpieza
857,2024-03-15,433,Manta,9,servicio de alta calidad,Calidad
858,2024-10-17,99,Quito Sur,9,instalaciones modernas,Instalaciones
859,2025-04-27,601,Cuenca,4,tardaron demasiado,Tiempo de espera
860,2024-01-09,304,Guayaquil Norte,8,resultado excelente,Calidad
861,2025-03-20,55,Manta,8,áreas cómodas,Instalaciones
862,2024-08-29,396,Quito Norte,10,excelente atención,Trato
863,2024-04-06,774,Quito Sur,10,instalaciones modernas,Instalaciones
864,2024-12-14,144,Guayaquil Centro,10,instalaciones modernas,Instalaciones
865,2024-03-28,242,Guayaquil Centro,8,personal atento,Trato
866,2025-03-01,356,Guayaquil Norte,3,poco amables,Trato
867,2024-07-28,678,Manta,4,mala calidad,Calidad
868,2025-06-07,773,Quito Norte,8,ok en limpieza,Limpieza
869,2024-04-05,794,Quito Sur,8,flujo ágil,Tiempo de espera
870,2025-07-23,140,Quito Sur,4,precio elevado,Precio
871,2024-04-16,717,Guayaquil Norte,3,poco amables,Trato
872,2024-08-12,671,Cuenca,7,servicio de alta calidad,Calidad
873,2024-03-23,354,Guayaquil Norte,10,asesor muy cordial,Trato
874,2025-03-23,157,Manta,7,muy limpio,Limpieza
875,2025-05-11,7,Cuenca,9,resultado excelente,Calidad
876,2024-09-01,665,Guayaquil Norte,10,producto funciona perfecto,Calidad
877,2024-08-13,416,Guayaquil Norte,7,personal atento,Trato
878,2024-04-17,381,Guayaquil Centro,5,calidad normal,Calidad
879,2025-02-14,739,Guayaquil Norte,8,buena relación valor-precio,Precio
880,2024-02-10,371,Cuenca,4,demora innecesaria,Tiempo de espera
881,2024-03-07,791,Guayaquil Centro,10,trato amable,Trato
882,2025-04-04,732,Manta,7,dentro de lo esperado,Tiempo de espera
883,2024-04-12,386,Manta,10,personal atento,Trato
884,2025-06-16,786,Quito Sur,9,instalaciones modernas,Instalaciones
885,2025-09-07,177,Quito Sur,8,espera moderada,Tiempo de espera
886,2024-11-23,469,Cuenca,8,dentro de lo esperado,Tiempo de espera
887,2025-06-28,592,Guayaquil Norte,7,servicio de alta calidad,Calidad
888,2025-04-27,11,Quito Sur,8,estuvo bien,Trato
889,2024-12-01,381,Quito Norte,8,asesor muy cordial,Trato
890,2025-08-14,81,Cuenca,6,sin aire acondicionado,Instalaciones
891,2024-03-25,328,Quito Norte,6,poco higiénico,Limpieza
892,2024-12-23,440,Quito Sur,10,ordenado y pulcro,Limpieza
893,2025-01-11,552,Cuenca,8,tiempo razonable,Tiempo de espera
894,2024-01-01,360,Guayaquil Norte,6,neutral,Trato
895,2024-10-21,364,Manta,10,todo impecable,Limpieza
896,2024-05-11,326,Quito Norte,7,ni caro ni barato,Precio
897,2024-04-02,50,Manta,8,neutral,Trato
898,2025-07-09,644,Manta,8,precio estándar,Precio
899,2025-06-23,651,Cuenca,5,demora innecesaria,Tiempo de espera
900,2024-01-04,372,Cuenca,8,ni caro ni barato,Precio
901,2024-03-01,765,Quito Sur,7,asesor muy cordial,Trato
902,2025-06-30,524,Quito Sur,8,personal atento,Trato
903,2025-06-22,752,Cuenca,6,precio estándar,Precio
904,2024-04-01,489,Guayaquil Centro,8,diagnóstico acertado,Calidad
905,2024-11-21,164,Guayaquil Centro,7,normal,Limpieza
906,2024-08-27,335,Guayaquil Norte,8,buena relación valor-precio,Precio
907,2025-03-19,562,Quito Norte,9,flujo ágil,Tiempo de espera
908,2024-12-28,548,Cuenca,7,todo impecable,Limpieza
909,2024-11-30,656,Guayaquil Centro,10,descuento aplicado,Precio
910,2025-01-12,531,Cuenca,8,rápidos en atender,Tiempo de espera
911,2024-07-22,340,Guayaquil Norte,9,tiempo razonable,Tiempo de espera
912,2024-10-24,209,Quito Norte,9,buena relación valor-precio,Precio
913,2024-12-02,566,Quito Norte,7,tiempo razonable,Tiempo de espera
914,2025-07-30,156,Guayaquil Centro,5,trato correcto,Trato
915,2025-07-03,232,Quito Norte,8,calidad normal,Calidad
916,2024-02-02,762,Manta,10,higiene adecuada,Limpieza
917,2024-03-21,455,Quito Sur,8,asesor muy cordial,Trato
918,2025-02-24,260,Guayaquil Centro,8,flujo ágil,Tiempo de espera
919,2025-08-08,1,Quito Norte,10,rápidos en atender,Tiempo de espera
920,2024-03-26,781,Manta,5,trato correcto,Trato
921,2025-06-07,736,Guayaquil Centro,8,buena señalización,Instalaciones
922,2025-03-06,678,Cuenca,8,sin demoras,Tiempo de espera
923,2024-07-14,606,Quito Sur,8,diagnóstico acertado,Calidad
924,2025-01-12,451,Manta,9,producto funciona perfecto,Calidad
925,2024-02-03,756,Guayaquil Norte,7,dentro de lo esperado,Tiempo de espera
926,2025-02-14,19,Cuenca,10,áreas cómodas,Instalaciones
927,2024-05-20,356,Cuenca,4,mucha espera,Tiempo de espera
928,2025-02-15,50,Guayaquil Centro,6,calidad normal,Calidad
929,2025-02-02,670,Cuenca,10,instalaciones modernas,Instalaciones
930,2024-11-01,568,Guayaquil Centro,7,ok,Instalaciones
931,2025-03-27,645,Guayaquil Norte,7,espera moderada,Tiempo de espera
932,2024-12-23,8,Quito Norte,7,tiempo razonable,Tiempo de espera
933,2024-01-02,191,Cuenca,8,todo impecable,Limpieza
934,2025-07-04,91,Guayaquil Norte,5,dentro de lo esperado,Tiempo de espera
935,2025-01-16,453,Manta,10,áreas cómodas,Instalaciones
936,2025-01-14,729,Guayaquil Norte,9,servicio de alta calidad,Calidad
937,2024-03-25,242,Quito Sur,5,suficiente,Instalaciones
938,2024-06-23,755,Quito Norte,5,funciona como se espera,Calidad
939,2024-09-01,10,Cuenca,5,reparación fallida,Calidad
940,2025-01-18,441,Guayaquil Norte,3,sin aire acondicionado,Instalaciones
941,2024-12-24,567,Quito Norte,6,trato correcto,Trato
942,2024-05-21,550,Quito Norte,1,sucio,Limpieza
943,2025-06-26,122,Manta,2,mucha espera,Tiempo de espera
944,2024-08-30,484,Guayaquil Centro,9,excelente atención,Trato
945,2025-07-05,481,Guayaquil Norte,8,sin demoras,Tiempo de espera
946,2024-11-21,753,Quito Norte,4,muy caro,Precio
947,2025-01-02,138,Quito Norte,3,instalaciones viejas,Instalaciones
948,2025-08-14,601,Cuenca,7,resultado excelente,Calidad
949,2024-11-24,625,Cuenca,2,no respetaron promoción,Precio
950,2024-02-12,544,Manta,8,buena relación valor-precio,Precio
951,2025-04-16,613,Guayaquil Norte,6,limpieza adecuada,Limpieza
952,2025-05-06,623,Manta,6,poca comodidad,Instalaciones
953,2025-01-09,691,Guayaquil Centro,10,muy limpio,Limpieza
954,2025-01-03,290,Cuenca,6,no escuchan,Trato
955,2025-06-27,192,Guayaquil Norte,7,limpieza adecuada,Limpieza
956,2024-06-15,498,Quito Sur,8,sin demoras,Tiempo de espera
957,2025-01-23,633,Guayaquil Norte,9,muy limpio,Limpieza
958,2024-03-08,703,Quito Sur,7,personal atento,Trato
959,2024-10-26,185,Quito Sur,6,no escuchan,Trato
960,2025-04-24,288,Cuenca,9,tiempo razonable,Tiempo de espera
961,2024-06-11,794,Quito Sur,1,desorden,Limpieza
962,2025-02-17,174,Quito Norte,6,dentro de lo esperado,Tiempo de espera
963,2024-12-15,562,Cuenca,1,fila eterna,Tiempo de espera
964,2024-12-29,713,Quito Sur,7,normal,Limpieza
965,2024-05-26,459,Manta,0,trato malo,Trato
966,2025-02-27,530,Quito Sur,5,precio elevado,Precio
967,2024-09-05,732,Manta,3,no escuchan,Trato
968,2024-01-20,120,Quito Sur,7,normal,Limpieza
969,2024-07-02,214,Manta,9,servicio de alta calidad,Calidad
970,2024-02-11,499,Cuenca,8,buena señalización,Instalaciones
971,2024-12-04,8,Quito Sur,6,limpieza adecuada,Limpieza
972,2025-02-28,625,Quito Sur,9,sala de espera excelente,Instalaciones
973,2024-08-13,249,Guayaquil Norte,9,diagnóstico acertado,Calidad
974,2024-11-20,768,Quito Norte,8,espera moderada,Tiempo de espera
975,2025-04-07,106,Quito Sur,7,tiempo razonable,Tiempo de espera
976,2024-02-01,789,Quito Sur,8,trato correcto,Trato
977,2024-05-26,274,Guayaquil Centro,8,funciona como se espera,Calidad
978,2025-06-02,213,Quito Norte,4,producto defectuoso,Calidad
979,2024-02-27,139,Quito Norte,10,precio justo,Precio
980,2025-02-10,453,Quito Norte,9,personal atento,Trato
981,2025-02-24,635,Quito Norte,6,instalaciones normales,Instalaciones
982,2025-08-07,579,Manta,7,ok en limpieza,Limpieza
983,2024-07-29,774,Guayaquil Centro,5,funciona como se espera,Calidad
984,2025-02-02,79,Manta,6,limpieza adecuada,Limpieza
985,2025-04-23,417,Guayaquil Norte,7,trato amable,Trato
986,2025-02-28,442,Guayaquil Centro,8,excelente atención,Trato
987,2024-11-03,555,Cuenca,8,instalaciones modernas,Instalaciones
988,2024-08-23,12,Quito Norte,7,neutral,Trato
989,2025-07-03,628,Quito Norte,9,diagnóstico acertado,Calidad
990,2024-10-06,481,Guayaquil Norte,10,rápidos en atender,Tiempo de espera
991,2025-04-17,181,Quito Sur,8,personal atento,Trato
992,2025-05-26,224,Manta,9,flujo ágil,Tiempo de espera
993,2024-03-15,14,Guayaquil Centro,3,trato malo,Trato
994,2025-01-03,643,Quito Sur,9,diagnóstico acertado,Calidad
995,2024-01-18,676,Guayaquil Centro,7,ok en limpieza,Limpieza
996,2024-11-18,738,Guayaquil Centro,9,excelente atención,Trato
997,2024-09-17,162,Quito Sur,8,sala de espera excelente,Instalaciones
998,2025-05-17,415,Manta,9,personal atento,Trato
999,2025-06-14,593,Manta,10,trato amable,Trato
1000,2024-10-20,199,Guayaquil Centro,7,limpieza adecuada,Limpieza
1001,2024-05-31,177,Cuenca,8,tiempo razonable,Tiempo de espera
1002,2024-08-31,79,Quito Sur,9,sin demoras,Tiempo de espera
1003,2024-02-04,470,Guayaquil Centro,2,instalaciones viejas,Instalaciones
1004,2024-03-13,318,Quito Sur,6,poco higiénico,Limpieza
1005,2024-05-25,27,Guayaquil Norte,9,flujo ágil,Tiempo de espera
1006,2024-04-09,375,Quito Sur,2,cobro excesivo,Precio
1007,2024-06-14,11,Quito Sur,8,asesor muy cordial,Trato
1008,2024-05-05,755,Quito Norte,8,excelente atención,Trato
1009,2024-06-01,614,Quito Norte,7,todo impecable,Limpieza
1010,2024-04-05,744,Guayaquil Centro,3,mucha espera,Tiempo de espera
1011,2024-01-16,200,Guayaquil Centro,7,asesor muy cordial,Trato
1012,2024-03-28,88,Guayaquil Norte,7,suficiente,Instalaciones
1013,2025-03-17,364,Guayaquil Norte,8,ordenado y pulcro,Limpieza
1014,2024-06-18,532,Guayaquil Norte,9,rápidos en atender,Tiempo de espera
1015,2024-03-15,625,Guayaquil Centro,8,rápidos en atender,Tiempo de espera
1016,2025-05-16,282,Manta,8,personal atento,Trato
1017,2024-08-23,621,Quito Norte,7,suficiente,Instalaciones
1018,2025-03-20,624,Quito Norte,9,asesor muy cordial,Trato
1019,2024-07-09,675,Manta,9,buena señalización,Instalaciones
1020,2024-03-19,579,Quito Sur,10,personal atento,Trato
1021,2025-07-27,189,Quito Sur,7,ok en limpieza,Limpieza
1022,2025-03-25,783,Quito Norte,5,fila eterna,Tiempo de espera
1023,2025-03-11,456,Cuenca,7,precio justo,Precio
1024,2024-01-30,170,Cuenca,8,dentro de lo esperado,Tiempo de espera
1025,2025-08-05,204,Guayaquil Norte,9,personal atento,Trato
1026,2024-11-21,516,Guayaquil Centro,7,diagnóstico acertado,Calidad
1027,2025-08-24,530,Quito Norte,8,precio justo,Precio
1028,2025-04-30,199,Guayaquil Centro,7,áreas cómodas,Instalaciones
1029,2024-11-19,118,Quito Sur,9,instalaciones modernas,Instalaciones
1030,2024-08-23,25,Manta,6,suficiente,Instalaciones
1031,2025-02-03,101,Quito Sur,5,limpieza adecuada,Limpieza
1032,2025-09-02,597,Manta,5,sin aire acondicionado,Instalaciones
1033,2024-08-13,731,Guayaquil Norte,7,rápidos en atender,Tiempo de espera
1034,2025-08-29,629,Quito Sur,2,producto defectuoso,Calidad
1035,2024-10-13,62,Guayaquil Centro,8,servicio de alta calidad,Calidad
1036,2025-08-25,29,Guayaquil Centro,3,instalaciones viejas,Instalaciones
1037,2024-03-14,209,Cuenca,8,trato amable,Trato
1038,2025-01-25,146,Quito Norte,6,dentro de lo esperado,Tiempo de espera
1039,2025-05-17,585,Quito Sur,8,ordenado y pulcro,Limpieza
1040,2025-09-12,43,Cuenca,8,asesor muy cordial,Trato
1041,2025-06-08,37,Quito Sur,9,rápidos en atender,Tiempo de espera
1042,2024-03-11,72,Manta,8,promociones útiles,Precio
1043,2024-04-15,17,Guayaquil Norte,9,resultado excelente,Calidad
1044,2024-06-20,757,Quito Norte,3,reparación fallida,Calidad
1045,2024-09-24,424,Quito Norte,5,precio estándar,Precio
1046,2025-07-04,7,Guayaquil Centro,9,producto funciona perfecto,Calidad
1047,2024-12-17,453,Guayaquil Centro,7,asesor muy cordial,Trato
1048,2025-04-30,797,Guayaquil Norte,10,todo impecable,Limpieza
1049,2024-06-13,720,Cuenca,8,diagnóstico acertado,Calidad
1050,2024-04-20,85,Quito Norte,8,sala de espera excelente,Instalaciones
1051,2025-09-02,583,Quito Sur,5,fila eterna,Tiempo de espera
1052,2025-04-29,749,Cuenca,8,producto funciona perfecto,Calidad
1053,2024-07-17,240,Manta,8,higiene adecuada,Limpieza
1054,2024-04-21,78,Guayaquil Norte,7,asesor muy cordial,Trato
1055,2024-09-13,41,Quito Sur,8,trato amable,Trato
1056,2025-02-16,641,Quito Norte,5,demora innecesaria,Tiempo de espera
1057,2025-06-29,656,Manta,5,trato malo,Trato
1058,2024-10-25,592,Quito Norte,0,fila eterna,Tiempo de espera
1059,2024-08-24,610,Manta,10,personal atento,Trato
1060,2025-04-20,442,Quito Norte,7,excelente atención,Trato
1061,2025-01-02,319,Guayaquil Centro,8,muy limpio,Limpieza
1062,2025-05-21,487,Guayaquil Norte,8,rápidos en atender,Tiempo de espera
1063,2024-03-12,419,Guayaquil Norte,8,rápidos en atender,Tiempo de espera
1064,2024-10-26,38,Quito Sur,6,dentro de lo esperado,Tiempo de espera
1065,2025-07-28,641,Quito Norte,6,ok,Instalaciones
1066,2024-11-02,549,Quito Norte,5,desorden,Limpieza
1067,2024-05-17,354,Quito Norte,8,asesor muy cordial,Trato
1068,2024-07-23,663,Quito Norte,6,trato correcto,Trato
1069,2025-03-14,342,Guayaquil Norte,5,ok,Instalaciones
1070,2024-09-21,441,Quito Sur,6,mucha espera,Tiempo de espera
1071,2025-04-11,507,Quito Sur,7,rápidos en atender,Tiempo de espera
1072,2025-03-13,135,Guayaquil Norte,7,precio estándar,Precio
1073,2024-04-25,342,Quito Norte,8,dentro de lo esperado,Tiempo de espera
1074,2024-03-19,785,Manta,8,instalaciones modernas,Instalaciones
1075,2025-06-10,217,Guayaquil Norte,9,excelente atención,Trato
1076,2024-05-11,619,Quito Norte,9,buena señalización,Instalaciones
1077,2024-04-02,651,Cuenca,5,neutral,Trato
1078,2025-01-30,629,Quito Norte,3,poco higiénico,Limpieza
1079,2025-03-09,510,Quito Sur,5,ok,Instalaciones
1080,2024-11-13,63,Quito Norte,10,tiempo razonable,Tiempo de espera
1081,2025-06-30,65,Quito Norte,9,trato amable,Trato
1082,2024-06-18,169,Quito Norte,9,descuento aplicado,Precio
1083,2024-11-17,778,Quito Sur,6,ok en limpieza,Limpieza
1084,2024-07-22,149,Quito Sur,7,asesor muy cordial,Trato
1085,2025-04-04,545,Quito Norte,7,suficiente,Instalaciones
1086,2024-02-11,150,Guayaquil Centro,8,flujo ágil,Tiempo de espera
1087,2025-01-04,477,Cuenca,8,instalaciones normales,Instalaciones
1088,2024-04-08,597,Quito Sur,8,excelente atención,Trato
1089,2025-07-10,264,Quito Sur,8,sin demoras,Tiempo de espera
1090,2024-07-23,319,Guayaquil Norte,6,estuvo bien,Trato
1091,2025-02-23,129,Guayaquil Norte,5,suficiente,Instalaciones
1092,2024-06-26,426,Cuenca,1,no solucionaron,Calidad
1093,2024-03-10,603,Quito Sur,9,trato amable,Trato
1094,2024-02-19,261,Cuenca,8,neutral,Trato
1095,2024-11-02,643,Quito Norte,4,mucha espera,Tiempo de espera
1096,2024-10-11,86,Manta,9,todo impecable,Limpieza
1097,2024-09-06,347,Guayaquil Norte,8,ordenado y pulcro,Limpieza
1098,2024-10-27,732,Guayaquil Centro,5,instalaciones viejas,Instalaciones
1099,2024-10-07,210,Manta,3,sin aire acondicionado,Instalaciones
1100,2025-04-05,317,Manta,9,rápidos en atender,Tiempo de espera
1101,2025-06-15,82,Quito Norte,7,instalaciones normales,Instalaciones
1102,2025-03-15,219,Guayaquil Centro,5,estuvo bien,Trato
1103,2024-03-30,607,Guayaquil Norte,8,tiempo razonable,Tiempo de espera
1104,2024-09-22,675,Manta,8,áreas cómodas,Instalaciones
1105,2025-02-02,478,Cuenca,1,trato malo,Trato
1106,2024-07-01,96,Quito Sur,10,higiene adecuada,Limpieza
1107,2024-01-20,703,Quito Norte,10,todo impecable,Limpieza
1108,2024-04-04,500,Guayaquil Centro,9,higiene adecuada,Limpieza
1109,2024-12-30,139,Guayaquil Norte,7,trato amable,Trato
1110,2024-03-03,273,Guayaquil Centro,7,descuento aplicado,Precio
1111,2024-04-16,626,Quito Sur,7,personal atento,Trato
1112,2024-04-11,473,Guayaquil Centro,8,trato amable,Trato
1113,2025-03-28,647,Quito Sur,6,limpieza adecuada,Limpieza
1114,2025-07-08,330,Cuenca,1,sucio,Limpieza
1115,2024-07-17,775,Cuenca,8,muy limpio,Limpieza
1116,2024-01-13,418,Guayaquil Centro,9,trato amable,Trato
1117,2024-09-01,559,Guayaquil Norte,8,áreas cómodas,Instalaciones
1118,2025-08-15,402,Guayaquil Norte,9,sin demoras,Tiempo de espera
1119,2024-03-24,191,Cuenca,8,instalaciones modernas,Instalaciones
1120,2024-09-29,288,Guayaquil Centro,9,precio justo,Precio
1121,2024-04-30,256,Guayaquil Norte,4,demora innecesaria,Tiempo de espera
1122,2024-05-17,548,Guayaquil Centro,10,promociones útiles,Precio
1123,2025-06-28,799,Quito Norte,8,ordenado y pulcro,Limpieza
1124,2024-03-11,340,Manta,8,muy limpio,Limpieza
1125,2024-05-04,142,Guayaquil Norte,4,reparación fallida,Calidad
1126,2025-01-03,656,Cuenca,8,resultado excelente,Calidad
1127,2024-11-10,623,Manta,6,sucio,Limpieza
1128,2025-04-26,526,Quito Norte,6,calidad normal,Calidad
1129,2024-06-29,690,Manta,9,instalaciones modernas,Instalaciones
1130,2024-02-09,302,Guayaquil Centro,9,producto funciona perfecto,Calidad
1131,2025-08-27,175,Guayaquil Centro,7,dentro de lo esperado,Tiempo de espera
1132,2024-01-11,707,Guayaquil Centro,9,rápidos en atender,Tiempo de espera
1133,2024-12-26,744,Guayaquil Norte,8,todo impecable,Limpieza
1134,2024-03-22,637,Manta,8,diagnóstico acertado,Calidad
1135,2024-11-28,139,Quito Norte,0,reparación fallida,Calidad
1136,2024-12-04,404,Manta,6,trato correcto,Trato
1137,2024-08-30,139,Guayaquil Centro,7,dentro de lo esperado,Tiempo de espera
1138,2025-08-16,236,Manta,9,personal atento,Trato
1139,2025-03-21,739,Guayaquil Norte,3,respuesta fría,Trato
1140,2025-06-23,388,Quito Sur,8,instalaciones modernas,Instalaciones
1141,2024-11-21,355,Quito Norte,5,sucio,Limpieza
1142,2024-08-10,337,Quito Norte,6,no escuchan,Trato
1143,2025-03-15,752,Quito Sur,6,funciona como se espera,Calidad
1144,2025-07-07,748,Quito Sur,9,producto funciona perfecto,Calidad
1145,2025-02-16,30,Cuenca,6,suficiente,Instalaciones
1146,2025-03-30,324,Quito Norte,8,dentro de lo esperado,Tiempo de espera
1147,2024-10-26,554,Quito Norte,7,instalaciones normales,Instalaciones
1148,2024-01-28,3,Guayaquil Centro,9,ordenado y pulcro,Limpieza
1149,2024-07-23,87,Cuenca,7,normal,Limpieza
1150,2024-12-05,145,Quito Sur,6,normal,Limpieza
1151,2024-04-13,422,Manta,9,buena señalización,Instalaciones
1152,2025-04-19,442,Quito Norte,9,sin demoras,Tiempo de espera
1153,2024-11-13,704,Cuenca,5,desorden,Limpieza
1154,2025-01-30,492,Guayaquil Centro,7,servicio de alta calidad,Calidad
1155,2024-10-05,352,Manta,8,tiempo razonable,Tiempo de espera
1156,2024-09-25,350,Quito Sur,7,precio estándar,Precio
1157,2025-08-28,671,Cuenca,5,ok,Instalaciones
1158,2024-03-05,530,Guayaquil Centro,6,suficiente,Instalaciones
1159,2025-06-12,631,Guayaquil Centro,9,sin demoras,Tiempo de espera
1160,2024-07-20,152,Guayaquil Centro,2,no solucionaron,Calidad
1161,2024-04-23,534,Guayaquil Norte,6,precio estándar,Precio
1162,2024-06-07,27,Manta,8,buena relación valor-precio,Precio
1163,2025-08-25,275,Guayaquil Centro,10,sala de espera excelente,Instalaciones
1164,2025-03-18,547,Guayaquil Centro,8,neutral,Trato
1165,2025-09-07,789,Guayaquil Norte,10,asesor muy cordial,Trato
1166,2024-02-19,4,Guayaquil Norte,7,suficiente,Instalaciones
1167,2024-08-21,360,Guayaquil Norte,7,calidad normal,Calidad
1168,2025-05-13,272,Cuenca,7,limpieza adecuada,Limpieza
1169,2024-02-10,179,Guayaquil Norte,7,sala de espera excelente,Instalaciones
1170,2025-06-17,527,Cuenca,8,asesor muy cordial,Trato
1171,2024-02-28,121,Guayaquil Norte,7,higiene adecuada,Limpieza
1172,2025-06-13,59,Quito Norte,9,producto funciona perfecto,Calidad
1173,2024-12-22,339,Quito Norte,7,limpieza adecuada,Limpieza
1174,2025-05-29,96,Quito Norte,3,mucha espera,Tiempo de espera
1175,2024-02-16,127,Quito Norte,9,tiempo razonable,Tiempo de espera
1176,2024-08-31,253,Cuenca,0,mucha espera,Tiempo de espera
1177,2024-08-16,787,Cuenca,7,sin demoras,Tiempo de espera
1178,2024-07-01,452,Manta,10,ordenado y pulcro,Limpieza
1179,2025-01-06,322,Guayaquil Centro,4,demora innecesaria,Tiempo de espera
1180,2024-03-10,761,Cuenca,9,higiene adecuada,Limpieza
1181,2025-07-17,794,Guayaquil Centro,4,trato malo,Trato
1182,2025-01-05,151,Quito Sur,8,producto funciona perfecto,Calidad
1183,2025-05-07,669,Cuenca,5,ni caro ni barato,Precio
1184,2025-03-05,668,Cuenca,7,servicio de alta calidad,Calidad
1185,2024-10-04,447,Quito Sur,7,trato correcto,Trato
1186,2025-02-28,515,Quito Sur,7,espera moderada,Tiempo de espera
1187,2025-05-21,765,Manta,6,estuvo bien,Trato
1188,2025-03-06,714,Guayaquil Norte,8,rápidos en atender,Tiempo de espera
1189,2024-01-17,244,Quito Norte,9,personal atento,Trato
1190,2024-04-25,495,Quito Sur,10,muy limpio,Limpieza
1191,2024-11-02,1,Guayaquil Centro,10,buena relación valor-precio,Precio
1192,2025-07-11,553,Quito Sur,9,flujo ágil,Tiempo de espera
1193,2025-08-18,311,Cuenca,5,poco higiénico,Limpieza
1194,2024-10-01,378,Quito Sur,6,espera moderada,Tiempo de espera
1195,2024-11-25,590,Guayaquil Norte,9,producto funciona perfecto,Calidad
1196,2025-04-18,584,Guayaquil Centro,7,ordenado y pulcro,Limpieza
1197,2024-06-23,757,Quito Sur,8,todo impecable,Limpieza
1198,2024-08-14,58,Guayaquil Centro,6,espera moderada,Tiempo de espera
1199,2025-05-01,8,Guayaquil Norte,10,resultado excelente,Calidad
1200,2025-05-31,630,Guayaquil Centro,7,trato amable,Trato
1201,2025-02-25,350,Quito Norte,7,dentro de lo esperado,Tiempo de espera
1202,2024-03-07,615,Manta,8,todo impecable,Limpieza
1203,2025-09-12,390,Guayaquil Norte,8,flujo ágil,Tiempo de espera
1204,2024-02-05,77,Quito Sur,8,descuento aplicado,Precio
1205,2025-04-15,78,Guayaquil Centro,8,personal atento,Trato
1206,2025-01-06,112,Manta,2,instalaciones viejas,Instalaciones
1207,2024-01-07,636,Manta,8,calidad normal,Calidad
1208,2024-07-24,122,Guayaquil Centro,8,producto funciona perfecto,Calidad
1209,2024-11-02,409,Quito Sur,7,trato correcto,Trato
1210,2025-06-04,684,Guayaquil Centro,10,ordenado y pulcro,Limpieza
1211,2024-06-19,202,Quito Norte,0,instalaciones viejas,Instalaciones
1212,2025-02-05,457,Quito Norte,9,excelente atención,Trato
1213,2024-10-28,498,Manta,8,higiene adecuada,Limpieza
1214,2025-08-15,788,Cuenca,9,asesor muy cordial,Trato
1215,2025-01-16,201,Manta,4,no escuchan,Trato
1216,2025-04-10,588,Guayaquil Centro,9,flujo ágil,Tiempo de espera
1217,2024-10-05,141,Quito Sur,2,respuesta fría,Trato
1218,2025-04-23,170,Cuenca,6,dentro de lo esperado,Tiempo de espera
1219,2024-09-07,620,Quito Norte,5,funciona como se espera,Calidad
1220,2024-07-19,747,Guayaquil Norte,4,mucha espera,Tiempo de espera
1221,2024-10-05,558,Cuenca,8,asesor muy cordial,Trato
1222,2024-03-05,150,Guayaquil Centro,8,tiempo razonable,Tiempo de espera
1223,2024-03-08,390,Guayaquil Centro,7,dentro de lo esperado,Tiempo de espera
1224,2024-11-08,290,Manta,10,sala de espera excelente,Instalaciones
1225,2025-04-21,716,Quito Sur,8,todo impecable,Limpieza
1226,2025-05-13,304,Cuenca,4,poco higiénico,Limpieza
1227,2024-03-24,51,Quito Sur,9,sala de espera excelente,Instalaciones
1228,2025-08-10,644,Manta,7,promociones útiles,Precio
1229,2024-08-09,510,Guayaquil Norte,6,funciona como se espera,Calidad
1230,2024-03-06,424,Quito Sur,9,muy limpio,Limpieza
1231,2025-04-07,364,Quito Sur,10,sin demoras,Tiempo de espera
1232,2024-06-08,346,Quito Sur,2,muy caro,Precio
1233,2025-07-28,546,Manta,9,tiempo razonable,Tiempo de espera
1234,2024-02-11,680,Guayaquil Norte,3,poco higiénico,Limpieza
1235,2025-03-26,553,Quito Sur,9,personal atento,Trato
1236,2025-01-09,352,Guayaquil Centro,8,producto funciona perfecto,Calidad
1237,2025-01-11,26,Guayaquil Centro,9,áreas cómodas,Instalaciones
1238,2024-06-27,179,Manta,8,flujo ágil,Tiempo de espera
1239,2025-01-27,118,Quito Norte,10,rápidos en atender,Tiempo de espera
1240,2025-09-15,729,Quito Sur,6,normal,Limpieza
1241,2025-09-14,755,Cuenca,7,funciona como se espera,Calidad
1242,2024-01-20,347,Quito Norte,9,sala de espera excelente,Instalaciones
1243,2024-09-15,131,Guayaquil Centro,9,resultado excelente,Calidad
1244,2024-12-09,645,Cuenca,8,servicio de alta calidad,Calidad
1245,2024-06-01,286,Guayaquil Centro,9,muy limpio,Limpieza
1246,2025-06-23,698,Manta,6,precio estándar,Precio
1247,2024-10-06,28,Quito Sur,7,rápidos en atender,Tiempo de espera
1248,2025-01-25,232,Quito Norte,8,asesor muy cordial,Trato
